,word,afinn_score,sentiment,bing_score,combined_score
6143,satirical,0.0,positive,-3.0,-0.75
6142,sass,0.0,positive,-3.0,-0.75
6141,sardonically,0.0,positive,-3.0,-0.75
6102,rusty,0.0,positive,-3.0,-0.75
6100,rust,0.0,positive,-3.0,-0.75
6018,rift,0.0,positive,-3.0,-0.75
6042,rip-off,0.0,positive,-3.0,-0.75
6062,rocky,0.0,positive,-3.0,-0.75
6051,roadblocks,0.0,positive,-3.0,-0.75
6050,rivalry,0.0,positive,-3.0,-0.75
6049,rival,0.0,positive,-3.0,-0.75
6048,risky,0.0,positive,-3.0,-0.75
6044,ripped,0.0,positive,-3.0,-0.75
6043,ripoff,0.0,positive,-3.0,-0.75
6041,rip,0.0,positive,-3.0,-0.75
6099,rupture,0.0,positive,-3.0,-0.75
6038,riled,0.0,positive,-3.0,-0.75
6037,rile,0.0,positive,-3.0,-0.75
6033,rigidity,0.0,positive,-3.0,-0.75
6032,rigid,0.0,positive,-3.0,-0.75
6021,rigged,-1.0,negative,0.0,-0.75
6020,rig,-1.0,negative,0.0,-0.75
6019,rifts,0.0,positive,-3.0,-0.75
6066,rogue,0.0,positive,-3.0,-0.75
6067,rollercoaster,0.0,positive,-3.0,-0.75
6075,rot,0.0,positive,-3.0,-0.75
6079,rotten,0.0,positive,-3.0,-0.75
6098,runaway,0.0,positive,-3.0,-0.75
6097,run-down,0.0,positive,-3.0,-0.75
6096,rumple,0.0,positive,-3.0,-0.75
6095,rumours,0.0,positive,-3.0,-0.75
6094,rumors,0.0,positive,-3.0,-0.75
6093,rumor,0.0,positive,-3.0,-0.75
6092,rumbling,0.0,positive,-3.0,-0.75
6090,ruinous,0.0,positive,-3.0,-0.75
6086,ruffle,0.0,positive,-3.0,-0.75
6085,ruffian,0.0,positive,-3.0,-0.75
6084,rue,0.0,positive,-3.0,-0.75
6083,rude,0.0,positive,-3.0,-0.75
6082,rubbish,0.0,positive,-3.0,-0.75
6081,rremediable,0.0,positive,-3.0,-0.75
6080,rough,0.0,positive,-3.0,-0.75
5824,regressive,0.0,positive,-3.0,-0.75
5822,regress,0.0,positive,-3.0,-0.75
6177,scarce,0.0,positive,-3.0,-0.75
5532,preventing,-1.0,negative,0.0,-0.75
5542,prik,0.0,positive,-3.0,-0.75
5541,prideful,0.0,positive,-3.0,-0.75
5539,prickles,0.0,positive,-3.0,-0.75
5538,prickle,0.0,positive,-3.0,-0.75
5536,pricier,0.0,positive,-3.0,-0.75
5535,pricey,0.0,positive,-3.0,-0.75
5533,prevents,-1.0,negative,0.0,-0.75
5531,prevented,-1.0,negative,0.0,-0.75
5555,problematic,0.0,positive,-3.0,-0.75
5530,prevent,-1.0,negative,0.0,-0.75
5529,prevaricate,0.0,positive,-3.0,-0.75
5526,pretentiously,0.0,positive,-3.0,-0.75
5525,pretentious,0.0,positive,-3.0,-0.75
5524,pretense,0.0,positive,-3.0,-0.75
5523,pretends,-1.0,negative,0.0,-0.75
5522,pretending,-1.0,negative,0.0,-0.75
5543,primitive,0.0,positive,-3.0,-0.75
5557,procrastinate,0.0,positive,-3.0,-0.75
5818,refuting,0.0,positive,-3.0,-0.75
5603,prosecutes,-1.0,negative,0.0,-0.75
5632,provokes,-1.0,negative,0.0,-0.75
5631,provoked,-1.0,negative,0.0,-0.75
5629,provocative,0.0,positive,-3.0,-0.75
5628,provocation,0.0,positive,-3.0,-0.75
5621,protracted,0.0,positive,-3.0,-0.75
5617,protested,0.0,positive,-3.0,-0.75
5604,prosecution,-1.0,negative,0.0,-0.75
5599,proprietary,0.0,positive,-3.0,-0.75
5558,procrastinates,0.0,positive,-3.0,-0.75
5594,propagandize,0.0,positive,-3.0,-0.75
5578,prohibitively,0.0,positive,-3.0,-0.75
5577,prohibitive,0.0,positive,-3.0,-0.75
5576,prohibit,0.0,positive,-3.0,-0.75
5566,profanity,0.0,positive,-3.0,-0.75
5565,profane,0.0,positive,-3.0,-0.75
5559,procrastination,0.0,positive,-3.0,-0.75
5520,pretence,0.0,positive,-3.0,-0.75
5519,presumptuously,0.0,positive,-3.0,-0.75
5518,presumptuous,0.0,positive,-3.0,-0.75
5441,polemize,0.0,positive,-3.0,-0.75
5466,postponing,-1.0,negative,0.0,-0.75
5465,postpones,-1.0,negative,0.0,-0.75
5464,postponed,-1.0,negative,0.0,-0.75
5463,postpone,-1.0,negative,0.0,-0.75
5455,poorly,0.0,positive,-3.0,-0.75
5451,pompous,0.0,positive,-3.0,-0.75
5450,polution,0.0,positive,-3.0,-0.75
5440,polarisation,0.0,positive,-3.0,-0.75
5514,pressure,-1.0,negative,0.0,-0.75
5439,poky,0.0,positive,-3.0,-0.75
5438,pokey,0.0,positive,-3.0,-0.75
5436,poisonously,0.0,positive,-3.0,-0.75
5435,poisonous,0.0,positive,-3.0,-0.75
5432,poised,-2.0,negative,3.0,-0.75
5430,pointlessly,0.0,positive,-3.0,-0.75
5429,pointless,0.0,positive,-3.0,-0.75
5467,posturing,0.0,positive,-3.0,-0.75
5468,pout,0.0,positive,-3.0,-0.75
5478,prate,0.0,positive,-3.0,-0.75
5479,pratfall,0.0,positive,-3.0,-0.75
5513,preposterously,0.0,positive,-3.0,-0.75
5512,preposterous,0.0,positive,-3.0,-0.75
5510,preoccupy,0.0,positive,-3.0,-0.75
5508,premeditated,0.0,positive,-3.0,-0.75
5507,prejudicial,0.0,positive,-3.0,-0.75
5506,prejudices,0.0,positive,-3.0,-0.75
5505,prejudice,0.0,positive,-3.0,-0.75
5504,prejudge,0.0,positive,-3.0,-0.75
5495,predicament,0.0,positive,-3.0,-0.75
5494,predatory,0.0,positive,-3.0,-0.75
5491,precipitous,0.0,positive,-3.0,-0.75
5490,precipitate,0.0,positive,-3.0,-0.75
5488,precariously,0.0,positive,-3.0,-0.75
5487,precarious,0.0,positive,-3.0,-0.75
5480,prattle,0.0,positive,-3.0,-0.75
5633,provoking,-1.0,negative,0.0,-0.75
5638,pry,0.0,positive,-3.0,-0.75
5640,pugnacious,0.0,positive,-3.0,-0.75
5719,raping,0.0,positive,-3.0,-0.75
5739,raving,0.0,positive,-3.0,-0.75
5738,ravage,0.0,positive,-3.0,-0.75
5737,rattles,0.0,positive,-3.0,-0.75
5736,rattled,0.0,positive,-3.0,-0.75
5735,rattle,0.0,positive,-3.0,-0.75
5731,rascals,0.0,positive,-3.0,-0.75
5730,rascal,0.0,positive,-3.0,-0.75
5717,raped,0.0,positive,-3.0,-0.75
5703,rampage,0.0,positive,-3.0,-0.75
5714,rantingly,0.0,positive,-3.0,-0.75
5713,ranting,0.0,positive,-3.0,-0.75
5710,ranted,0.0,positive,-3.0,-0.75
5708,rankle,0.0,positive,-3.0,-0.75
5707,randomly,0.0,positive,-3.0,-0.75
5706,rancor,0.0,positive,-3.0,-0.75
5705,ramshackle,0.0,positive,-3.0,-0.75
5746,reactionary,0.0,positive,-3.0,-0.75
5763,rebellious,0.0,positive,-3.0,-0.75
5764,rebuff,0.0,positive,-3.0,-0.75
5765,rebuke,0.0,positive,-3.0,-0.75
5817,refutes,0.0,positive,-3.0,-0.75
5816,refuted,0.0,positive,-3.0,-0.75
5815,refute,0.0,positive,-3.0,-0.75
5814,refutation,0.0,positive,-3.0,-0.75
5812,refuses,0.0,positive,-3.0,-0.75
5809,refusal,0.0,positive,-3.0,-0.75
5796,redundant,0.0,positive,-3.0,-0.75
5795,redundancy,0.0,positive,-3.0,-0.75
5785,recourses,0.0,positive,-3.0,-0.75
5775,recoil,0.0,positive,-3.0,-0.75
5773,recklessness,0.0,positive,-3.0,-0.75
5772,recklessly,0.0,positive,-3.0,-0.75
5770,recessionary,0.0,positive,-3.0,-0.75
5767,recant,0.0,positive,-3.0,-0.75
5766,recalcitrant,0.0,positive,-3.0,-0.75
5704,rampant,0.0,positive,-3.0,-0.75
5702,raked,0.0,positive,-3.0,-0.75
5641,pugnaciously,0.0,positive,-3.0,-0.75
5659,puzzlement,0.0,positive,-3.0,-0.75
5670,quarrellous,0.0,positive,-3.0,-0.75
5669,quarrel,0.0,positive,-3.0,-0.75
5668,quandary,0.0,positive,-3.0,-0.75
5667,qualms,0.0,positive,-3.0,-0.75
5666,qualm,0.0,positive,-3.0,-0.75
5661,quack,0.0,positive,-3.0,-0.75
5660,puzzling,0.0,positive,-3.0,-0.75
5657,pushy,-1.0,negative,0.0,-0.75
5701,rainy,-1.0,negative,0.0,-0.75
5653,puppets,0.0,positive,-3.0,-0.75
5652,puppet,0.0,positive,-3.0,-0.75
5651,puny,0.0,positive,-3.0,-0.75
5650,punk,0.0,positive,-3.0,-0.75
5646,punishable,0.0,positive,-3.0,-0.75
5643,punch,0.0,positive,-3.0,-0.75
5642,pugnacity,0.0,positive,-3.0,-0.75
5671,quarrellously,0.0,positive,-3.0,-0.75
5672,quarrels,0.0,positive,-3.0,-0.75
5673,quarrelsome,0.0,positive,-3.0,-0.75
5674,quash,0.0,positive,-3.0,-0.75
5700,rail,0.0,positive,-3.0,-0.75
5699,raging,0.0,positive,-3.0,-0.75
5698,ragged,0.0,positive,-3.0,-0.75
5695,radicals,0.0,positive,-3.0,-0.75
5694,radically,0.0,positive,-3.0,-0.75
5693,radicalization,0.0,positive,-3.0,-0.75
5692,radical,0.0,positive,-3.0,-0.75
5689,racy,0.0,positive,-3.0,-0.75
5685,rabid,0.0,positive,-3.0,-0.75
5684,quitter,0.0,positive,-3.0,-0.75
5680,quibbles,0.0,positive,-3.0,-0.75
5679,quibble,0.0,positive,-3.0,-0.75
5678,questioning,-1.0,negative,0.0,-0.75
5677,questioned,-1.0,negative,0.0,-0.75
5675,queer,0.0,positive,-3.0,-0.75
6176,scar,0.0,positive,-3.0,-0.75
6178,scarcely,0.0,positive,-3.0,-0.75
6727,stiflingly,0.0,positive,-3.0,-0.75
6517,snagged,0.0,positive,-3.0,-0.75
6525,snarl,0.0,positive,-3.0,-0.75
6524,snarky,0.0,positive,-3.0,-0.75
6523,snare,0.0,positive,-3.0,-0.75
6521,snappishly,0.0,positive,-3.0,-0.75
6520,snappish,0.0,positive,-3.0,-0.75
6519,snags,0.0,positive,-3.0,-0.75
6518,snagging,0.0,positive,-3.0,-0.75
6516,snag,0.0,positive,-3.0,-0.75
6528,sneakily,0.0,positive,-3.0,-0.75
6515,smutty,0.0,positive,-3.0,-0.75
6514,smuttiest,0.0,positive,-3.0,-0.75
6513,smuttier,0.0,positive,-3.0,-0.75
6512,smut,0.0,positive,-3.0,-0.75
6511,smugly,0.0,positive,-3.0,-0.75
6510,smug,0.0,positive,-3.0,-0.75
6509,smudging,0.0,positive,-3.0,-0.75
6527,sneak,0.0,positive,-3.0,-0.75
6530,sneer,0.0,positive,-3.0,-0.75
6449,slooow,0.0,positive,-3.0,-0.75
6544,sob,0.0,positive,-3.0,-0.75
6582,sourly,0.0,positive,-3.0,-0.75
6581,sour,0.0,positive,-3.0,-0.75
6576,sorrowfully,0.0,positive,-3.0,-0.75
6573,soreness,0.0,positive,-3.0,-0.75
6572,sorely,0.0,positive,-3.0,-0.75
6554,solicitude,0.0,positive,-3.0,-0.75
6545,sober,0.0,positive,-3.0,-0.75
6543,soapy,0.0,positive,-3.0,-0.75
6531,sneering,0.0,positive,-3.0,-0.75
6542,so-cal,0.0,positive,-3.0,-0.75
6537,snobs,0.0,positive,-3.0,-0.75
6536,snobish,0.0,positive,-3.0,-0.75
6535,snobby,0.0,positive,-3.0,-0.75
6534,snobbish,0.0,positive,-3.0,-0.75
6533,snob,0.0,positive,-3.0,-0.75
6532,sneeringly,0.0,positive,-3.0,-0.75
6508,smudges,0.0,positive,-3.0,-0.75
6507,smudged,0.0,positive,-3.0,-0.75
6506,smudge,0.0,positive,-3.0,-0.75
6459,slowest,0.0,positive,-3.0,-0.75
6467,slumping,0.0,positive,-3.0,-0.75
6466,slump,0.0,positive,-3.0,-0.75
6464,slug,0.0,positive,-3.0,-0.75
6463,slowwww,0.0,positive,-3.0,-0.75
6462,slowww,0.0,positive,-3.0,-0.75
6461,sloww,0.0,positive,-3.0,-0.75
6460,slowly,0.0,positive,-3.0,-0.75
6458,slower,0.0,positive,-3.0,-0.75
6505,smouldering,0.0,positive,-3.0,-0.75
6457,slowed,0.0,positive,-3.0,-0.75
6456,slow-moving,0.0,positive,-3.0,-0.75
6455,slow,0.0,positive,-3.0,-0.75
6454,slothful,0.0,positive,-3.0,-0.75
6453,sloth,0.0,positive,-3.0,-0.75
6452,sloppy,0.0,positive,-3.0,-0.75
6451,sloppily,0.0,positive,-3.0,-0.75
6468,slumpping,0.0,positive,-3.0,-0.75
6469,slur,0.0,positive,-3.0,-0.75
6471,sluts,0.0,positive,-3.0,-0.75
6472,sly,0.0,positive,-3.0,-0.75
6504,smoulder,0.0,positive,-3.0,-0.75
6503,smother,0.0,positive,-3.0,-0.75
6497,smoldering,0.0,positive,-3.0,-0.75
6496,smolder,0.0,positive,-3.0,-0.75
6495,smokescreen,0.0,positive,-3.0,-0.75
6494,smoke,0.0,positive,-3.0,-0.75
6486,smelt,0.0,positive,-3.0,-0.75
6485,smelly,0.0,positive,-3.0,-0.75
6484,smells,0.0,positive,-3.0,-0.75
6483,smelling,0.0,positive,-3.0,-0.75
6482,smelled,0.0,positive,-3.0,-0.75
6481,smell,0.0,positive,-3.0,-0.75
6479,smash,0.0,positive,-3.0,-0.75
6474,smallish,0.0,positive,-3.0,-0.75
6473,smack,0.0,positive,-3.0,-0.75
6584,spade,0.0,positive,-3.0,-0.75
6589,spank,0.0,positive,-3.0,-0.75
6603,spendy,0.0,positive,-3.0,-0.75
6671,stains,0.0,positive,-3.0,-0.75
6684,starkly,0.0,positive,-3.0,-0.75
6683,stark,0.0,positive,-3.0,-0.75
6682,standstill,0.0,positive,-3.0,-0.75
6679,stammer,0.0,positive,-3.0,-0.75
6677,stalls,0.0,positive,-3.0,-0.75
6673,stalemate,0.0,positive,-3.0,-0.75
6672,stale,0.0,positive,-3.0,-0.75
6669,stain,0.0,positive,-3.0,-0.75
6654,squeal,0.0,positive,-3.0,-0.75
6668,staid,0.0,positive,-3.0,-0.75
6667,stagnation,0.0,positive,-3.0,-0.75
6666,stagnate,0.0,positive,-3.0,-0.75
6665,stagnant,0.0,positive,-3.0,-0.75
6658,squirm,0.0,positive,-3.0,-0.75
6657,squelched,-1.0,negative,0.0,-0.75
6656,squeals,0.0,positive,-3.0,-0.75
6685,startle,0.0,positive,-3.0,-0.75
6687,startling,0.0,positive,-3.0,-0.75
6688,startlingly,0.0,positive,-3.0,-0.75
6689,starvation,0.0,positive,-3.0,-0.75
6726,stifling,0.0,positive,-3.0,-0.75
6725,stifled,-1.0,negative,0.0,-0.75
6724,stifle,0.0,positive,-3.0,-0.75
6723,stiffness,0.0,positive,-3.0,-0.75
6722,stiff,0.0,positive,-3.0,-0.75
6721,sticky,0.0,positive,-3.0,-0.75
6720,stew,0.0,positive,-3.0,-0.75
6719,stern,0.0,positive,-3.0,-0.75
6718,stereotypically,0.0,positive,-3.0,-0.75
6717,stereotypical,0.0,positive,-3.0,-0.75
6714,stench,0.0,positive,-3.0,-0.75
6711,steeply,0.0,positive,-3.0,-0.75
6710,steep,0.0,positive,-3.0,-0.75
6708,stealing,0.0,positive,-3.0,-0.75
6696,static,0.0,positive,-3.0,-0.75
6655,squealing,0.0,positive,-3.0,-0.75
6653,squeaky,0.0,positive,-3.0,-0.75
6604,spew,0.0,positive,-3.0,-0.75
6618,splatter,0.0,positive,-3.0,-0.75
6628,spoilled,0.0,positive,-3.0,-0.75
6627,spoiled,0.0,positive,-3.0,-0.75
6626,spoilages,0.0,positive,-3.0,-0.75
6625,spoilage,0.0,positive,-3.0,-0.75
6624,spoil,0.0,positive,-3.0,-0.75
6623,splitting,0.0,positive,-3.0,-0.75
6622,split,0.0,positive,-3.0,-0.75
6617,spitefulness,0.0,positive,-3.0,-0.75
6652,squeaks,0.0,positive,-3.0,-0.75
6616,spitefully,0.0,positive,-3.0,-0.75
6614,spite,0.0,positive,-3.0,-0.75
6609,spinster,0.0,positive,-3.0,-0.75
6608,spilling,0.0,positive,-3.0,-0.75
6607,spews,0.0,positive,-3.0,-0.75
6606,spewing,0.0,positive,-3.0,-0.75
6605,spewed,0.0,positive,-3.0,-0.75
6629,spoils,0.0,positive,-3.0,-0.75
6631,spook,0.0,positive,-3.0,-0.75
6632,spookier,0.0,positive,-3.0,-0.75
6633,spookiest,0.0,positive,-3.0,-0.75
6651,squeak,0.0,positive,-3.0,-0.75
6650,squash,0.0,positive,-3.0,-0.75
6649,squander,0.0,positive,-3.0,-0.75
6648,squabbling,0.0,positive,-3.0,-0.75
6647,squabble,0.0,positive,-3.0,-0.75
6646,sputter,0.0,positive,-3.0,-0.75
6645,spurn,0.0,positive,-3.0,-0.75
6644,spurious,0.0,positive,-3.0,-0.75
6642,spotty,0.0,positive,-3.0,-0.75
6639,sporadic,0.0,positive,-3.0,-0.75
6638,spoonfed,0.0,positive,-3.0,-0.75
6637,spoon-feed,0.0,positive,-3.0,-0.75
6636,spoon-fed,0.0,positive,-3.0,-0.75
6635,spooky,0.0,positive,-3.0,-0.75
6634,spookily,0.0,positive,-3.0,-0.75
6450,sloow,0.0,positive,-3.0,-0.75
6448,sloooow,0.0,positive,-3.0,-0.75
6179,scarcity,0.0,positive,-3.0,-0.75
6255,self-humiliation,0.0,positive,-3.0,-0.75
6268,senile,0.0,positive,-3.0,-0.75
6267,semi-retarded,0.0,positive,-3.0,-0.75
6265,selfishly,0.0,positive,-3.0,-0.75
6263,selfinterested,0.0,positive,-3.0,-0.75
6260,self-serving,0.0,positive,-3.0,-0.75
6257,self-interested,0.0,positive,-3.0,-0.75
6256,self-interest,0.0,positive,-3.0,-0.75
6253,self-destructive,0.0,positive,-3.0,-0.75
6274,senseless,0.0,positive,-3.0,-0.75
6251,self-defeating,0.0,positive,-3.0,-0.75
6250,self-criticism,0.0,positive,-3.0,-0.75
6249,self-coup,0.0,positive,-3.0,-0.75
6246,seething,0.0,positive,-3.0,-0.75
6245,seethe,0.0,positive,-3.0,-0.75
6244,seedy,0.0,positive,-3.0,-0.75
6243,seduced,-1.0,negative,0.0,-0.75
6271,sensationalize,0.0,positive,-3.0,-0.75
6275,senselessly,0.0,positive,-3.0,-0.75
6447,sloooooooooooooow,0.0,positive,-3.0,-0.75
6296,shabby,0.0,positive,-3.0,-0.75
6307,shamefully,0.0,positive,-3.0,-0.75
6303,shambles,0.0,positive,-3.0,-0.75
6302,sham,0.0,positive,-3.0,-0.75
6301,shallow,0.0,positive,-3.0,-0.75
6299,shake,0.0,positive,-3.0,-0.75
6298,shady,0.0,positive,-3.0,-0.75
6297,shadowy,0.0,positive,-3.0,-0.75
6295,sh*t,0.0,positive,-3.0,-0.75
6285,seriousness,0.0,positive,-3.0,-0.75
6293,severity,0.0,positive,-3.0,-0.75
6291,sever,0.0,positive,-3.0,-0.75
6290,setbacks,0.0,positive,-3.0,-0.75
6289,setback,0.0,positive,-3.0,-0.75
6288,set-up,0.0,positive,-3.0,-0.75
6287,servitude,0.0,positive,-3.0,-0.75
6286,sermonize,0.0,positive,-3.0,-0.75
6240,sedentary,0.0,positive,-3.0,-0.75
6235,secretive,0.0,positive,-3.0,-0.75
6234,second-tier,0.0,positive,-3.0,-0.75
6193,scoffingly,0.0,positive,-3.0,-0.75
6204,scoundrel,0.0,positive,-3.0,-0.75
6203,scornfully,0.0,positive,-3.0,-0.75
6200,scorchingly,0.0,positive,-3.0,-0.75
6199,scorching,0.0,positive,-3.0,-0.75
6197,scoldingly,0.0,positive,-3.0,-0.75
6196,scolding,0.0,positive,-3.0,-0.75
6195,scolded,0.0,positive,-3.0,-0.75
6192,scoff,0.0,positive,-3.0,-0.75
6233,second-class,0.0,positive,-3.0,-0.75
6189,scathingly,0.0,positive,-3.0,-0.75
6188,scathing,0.0,positive,-3.0,-0.75
6186,scars,0.0,positive,-3.0,-0.75
6185,scarred,0.0,positive,-3.0,-0.75
6184,scarily,0.0,positive,-3.0,-0.75
6183,scariest,0.0,positive,-3.0,-0.75
6182,scarier,0.0,positive,-3.0,-0.75
6205,scourge,0.0,positive,-3.0,-0.75
6206,scowl,0.0,positive,-3.0,-0.75
6207,scramble,0.0,positive,-3.0,-0.75
6208,scrambled,0.0,positive,-3.0,-0.75
6230,scummy,0.0,positive,-3.0,-0.75
6228,scum,0.0,positive,-3.0,-0.75
6227,scuffs,0.0,positive,-3.0,-0.75
6226,scuff,0.0,positive,-3.0,-0.75
6225,screwy,0.0,positive,-3.0,-0.75
6224,screwed-up,0.0,positive,-3.0,-0.75
6221,screw-up,0.0,positive,-3.0,-0.75
6220,screech,0.0,positive,-3.0,-0.75
6215,scratchy,0.0,positive,-3.0,-0.75
6214,scratches,0.0,positive,-3.0,-0.75
6213,scratched,0.0,positive,-3.0,-0.75
6212,scratch,0.0,positive,-3.0,-0.75
6211,scrap,0.0,positive,-3.0,-0.75
6210,scrambling,0.0,positive,-3.0,-0.75
6209,scrambles,0.0,positive,-3.0,-0.75
6308,shamefulness,0.0,positive,-3.0,-0.75
6309,shameless,0.0,positive,-3.0,-0.75
6310,shamelessly,0.0,positive,-3.0,-0.75
6400,sink,0.0,positive,-3.0,-0.75
6415,skittish,0.0,positive,-3.0,-0.75
6414,skinny,0.0,positive,-3.0,-0.75
6413,skimpy,0.0,positive,-3.0,-0.75
6408,sketchy,0.0,positive,-3.0,-0.75
6405,skeptically,0.0,positive,-3.0,-0.75
6402,skeletons,0.0,positive,-3.0,-0.75
6401,sinking,0.0,positive,-3.0,-0.75
6399,sinisterly,0.0,positive,-3.0,-0.75
6373,sidetracked,0.0,positive,-3.0,-0.75
6398,sinister,0.0,positive,-3.0,-0.75
6396,sinfully,0.0,positive,-3.0,-0.75
6390,sin,0.0,positive,-3.0,-0.75
6389,simplistically,0.0,positive,-3.0,-0.75
6388,simplistic,0.0,positive,-3.0,-0.75
6380,sillily,0.0,positive,-3.0,-0.75
6378,silencing,-1.0,negative,0.0,-0.75
6416,skittishly,0.0,positive,-3.0,-0.75
6417,skulk,0.0,positive,-3.0,-0.75
6418,slack,0.0,positive,-3.0,-0.75
6421,slander,0.0,positive,-3.0,-0.75
6446,slogs,0.0,positive,-3.0,-0.75
6445,slogging,0.0,positive,-3.0,-0.75
6444,slogged,0.0,positive,-3.0,-0.75
6443,slog,0.0,positive,-3.0,-0.75
6442,slime,0.0,positive,-3.0,-0.75
6436,sleazy,0.0,positive,-3.0,-0.75
6435,slaves,0.0,positive,-3.0,-0.75
6433,slave,0.0,positive,-3.0,-0.75
6432,slaughtered,0.0,positive,-3.0,-0.75
6431,slaughter,0.0,positive,-3.0,-0.75
6426,slap,0.0,positive,-3.0,-0.75
6425,slanders,0.0,positive,-3.0,-0.75
6424,slanderously,0.0,positive,-3.0,-0.75
6423,slanderous,0.0,positive,-3.0,-0.75
6422,slanderer,0.0,positive,-3.0,-0.75
6374,siege,0.0,positive,-3.0,-0.75
6372,sidetrack,0.0,positive,-3.0,-0.75
6311,shamelessness,0.0,positive,-3.0,-0.75
6331,shirker,0.0,positive,-3.0,-0.75
6349,shortcoming,0.0,positive,-3.0,-0.75
6348,shortchange,0.0,positive,-3.0,-0.75
6343,short-lived,0.0,positive,-3.0,-0.75
6342,shoot,-1.0,negative,0.0,-0.75
6341,shoddy,0.0,positive,-3.0,-0.75
6339,shockingly,0.0,positive,-3.0,-0.75
6335,shiver,0.0,positive,-3.0,-0.75
6330,shirk,0.0,positive,-3.0,-0.75
6371,sickness,0.0,positive,-3.0,-0.75
6329,shipwreck,0.0,positive,-3.0,-0.75
6326,shimmy,0.0,positive,-3.0,-0.75
6323,shimmer,0.0,positive,-3.0,-0.75
6322,shemale,0.0,positive,-3.0,-0.75
6320,shatter,0.0,positive,-3.0,-0.75
6319,sharply,0.0,positive,-3.0,-0.75
6315,shark,0.0,positive,-3.0,-0.75
6350,shortcomings,0.0,positive,-3.0,-0.75
6351,shortness,0.0,positive,-3.0,-0.75
6352,shortsighted,0.0,positive,-3.0,-0.75
6353,shortsightedness,0.0,positive,-3.0,-0.75
6370,sickly,0.0,positive,-3.0,-0.75
6369,sickeningly,0.0,positive,-3.0,-0.75
6368,sickening,0.0,positive,-3.0,-0.75
6367,sicken,0.0,positive,-3.0,-0.75
6365,shy,-1.0,negative,0.0,-0.75
6364,shunned,0.0,positive,-3.0,-0.75
6363,shun,0.0,positive,-3.0,-0.75
6362,shrug,0.0,positive,-3.0,-0.75
6361,shrouded,0.0,positive,-3.0,-0.75
6360,shroud,0.0,positive,-3.0,-0.75
6359,shrivel,0.0,positive,-3.0,-0.75
6358,shrilly,0.0,positive,-3.0,-0.75
6357,shrill,0.0,positive,-3.0,-0.75
6356,shriek,0.0,positive,-3.0,-0.75
6354,showdown,0.0,positive,-3.0,-0.75
6034,rigidness,0.0,positive,-3.0,-0.75
3974,inextricable,0.0,positive,-3.0,-0.75
4299,jolt,0.0,positive,-3.0,-0.75
1807,deviate,0.0,positive,-3.0,-0.75
1815,deviously,0.0,positive,-3.0,-0.75
1814,devious,0.0,positive,-3.0,-0.75
1813,devilry,0.0,positive,-3.0,-0.75
1812,devilment,0.0,positive,-3.0,-0.75
1811,devilishly,0.0,positive,-3.0,-0.75
1810,devilish,0.0,positive,-3.0,-0.75
1809,devil,0.0,positive,-3.0,-0.75
1808,deviation,0.0,positive,-3.0,-0.75
1806,devastation,0.0,positive,-3.0,-0.75
1793,detests,0.0,positive,-3.0,-0.75
1805,devastatingly,0.0,positive,-3.0,-0.75
1803,devastates,0.0,positive,-3.0,-0.75
1800,detrimental,0.0,positive,-3.0,-0.75
1799,detriment,0.0,positive,-3.0,-0.75
1798,detracts,0.0,positive,-3.0,-0.75
1797,detraction,0.0,positive,-3.0,-0.75
1796,detracting,0.0,positive,-3.0,-0.75
1795,detracted,0.0,positive,-3.0,-0.75
1816,deviousness,0.0,positive,-3.0,-0.75
1817,devoid,0.0,positive,-3.0,-0.75
1823,diabolic,0.0,positive,-3.0,-0.75
1824,diabolical,0.0,positive,-3.0,-0.75
1855,din,0.0,positive,-3.0,-0.75
1854,dimmer,0.0,positive,-3.0,-0.75
1853,dim,0.0,positive,-3.0,-0.75
1852,dilly-dally,0.0,positive,-3.0,-0.75
1847,dilapidated,0.0,positive,-3.0,-0.75
1842,diffidence,0.0,positive,-3.0,-0.75
1841,difficulty,0.0,positive,-3.0,-0.75
1840,difficulties,0.0,positive,-3.0,-0.75
1838,dies,0.0,positive,-3.0,-0.75
1836,die-hard,0.0,positive,-3.0,-0.75
1834,dictatorial,0.0,positive,-3.0,-0.75
1833,dictator,0.0,positive,-3.0,-0.75
1830,diatribes,0.0,positive,-3.0,-0.75
1829,diatribe,0.0,positive,-3.0,-0.75
1828,diappointed,0.0,positive,-3.0,-0.75
1826,diametrically,0.0,positive,-3.0,-0.75
1825,diabolically,0.0,positive,-3.0,-0.75
1794,detract,0.0,positive,-3.0,-0.75
1792,detesting,0.0,positive,-3.0,-0.75
1725,derisively,0.0,positive,-3.0,-0.75
1743,desolation,0.0,positive,-3.0,-0.75
1756,despoiler,0.0,positive,-3.0,-0.75
1755,despoil,0.0,positive,-3.0,-0.75
1754,despised,0.0,positive,-3.0,-0.75
1753,despise,0.0,positive,-3.0,-0.75
1752,despicably,0.0,positive,-3.0,-0.75
1751,despicable,0.0,positive,-3.0,-0.75
1750,desperation,0.0,positive,-3.0,-0.75
1746,despairingly,0.0,positive,-3.0,-0.75
1742,desolately,0.0,positive,-3.0,-0.75
1791,detested,0.0,positive,-3.0,-0.75
1741,desolate,0.0,positive,-3.0,-0.75
1740,desititute,0.0,positive,-3.0,-0.75
1734,desiccated,0.0,positive,-3.0,-0.75
1733,desiccate,0.0,positive,-3.0,-0.75
1730,desertion,0.0,positive,-3.0,-0.75
